,ASIN,Product Title,Product Description
213,B07KM2PL5C,"(Refurbished) OnePlus 6T (Mirror Black, 8GB RAM, 128GB Storage)","This Amazon Renewed product will be in an unboxed or refurbished condition and has been professionally inspected and tested by an Amazon qualified supplier. Box and accessories may be generic (headphones may not be included)
Camera: 20+16 MP Dual rear camera with Optical image stabilization, Super slow motion, Intelligent Scene Recognition, Nightscape mode and Studio lighting| 16 MP front camera
Display: 16.2 centimeters (6.41-inch) Full HD+ Optic AMOLED display with 2340 x 1080 pixels resolution and an 86% screen-to-body ratio
Screen Unlock: In-screen fingerprint sensor. The OnePlus 6T unlocks the moment your finger lands on the display for a seamless and intuitive unlock experience
Memory, Storage & SIM: 8GB RAM | 128GB storage | Dual nano SIM with dual standby (4G+4G)
"
214,B0BTYVTMT6,"Samsung Galaxy S23 5G (Cream, 8GB Ram, 256GB Storage)","CAPTURE THE NIGHT IN LOW LIGHT: Whether you’re headed to a concert or romantic night out, there’s no such thing as bad lighting with Night Mode; Galaxy S23 lets you capture epic content in any setting with stunning Nightography
HIGH CAMERA RESOLUTION: Create crystal-clear content worth sharing with the 50MP high-resolution camera of Galaxy S23; Whether you’re posting or printing, Galaxy S23 always does the moment justice
FASTEST MOBILE PROCESSOR AVAILABLE: Whether you’re working hard, playing hard or doing both at the same time, smoothly switch between apps with our fastest processor ever
UNLOCK SMOOTH GAMING: Game at full throttle and smoothly switch between apps; Get more done with our fastest processor ever combined with massive internal storage; And if you’re on the move, keep going with a screen that adapts to your environment
POWER TO KEEP GOING: Whether you’re capturing a memory or catching up with friends, Galaxy S23 will be ready when you need it most; With a 3,900mAh battery*, stay in the moment without worrying about your phone dying
"
215,B0BS16FS5K,"Samsung Galaxy A14 5G (Dark Red, 6GB, 128GB Storage) | Triple Rear Camera (50 MP Main) | Upto 12 GB RAM with RAM Plus | Without Charger","A large 6.6″ FHD+ LCD display (1080 X 2408) with a 20:9 aspect ratio for cinematic viewing
Android 13 One UI Core 5.0 (Octa Core 2.4GHz ) Octa-Core processor
50+2+2MP High Resolution Camera, Lets you capture clearer, brighter photos on any occasion
5000 Massive Battery ,Coherent Large battery capacity with AI Power management
1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase
"
216,B09CGJK2HG,"Samsung Galaxy M32 5G (Sky Blue, 6GB RAM, 128GB Storage) | Dimensity 720 Processor | 5000mAh Battery| Knox Security","MediaTek | Dimensity 720 Octa Core 2GHz Processor with the widest 12 band support for a True 5G experience
16.55 centimeters (6.5-inch) TFT - Infinity V-cut display, HD+ resolution, 720 X 1600 pixels protected by Gorilla Glass 5
Versatile Quad camera setup-48MP (F 1.8) main camera + 8MP (F2.2) Ultra wide camera+ 5MP (F2.4) depth camera + 2MP (2.4) Macro Camera| 13MP (F2.2) front camera
Monster 5000 mAh Battery | Memory, Storage & SIM: Upto 10GB RAM Plus| 128GB internal memory expandable up to 1TB| SIM 1 + Hybrid (SIM or MicroSD)
Latest Android v11.0, One UI 3.1 operating system, available right out of the box
"
217,B0BXQ2GTKS,Apple iPhone 14 Plus (128 GB) - Yellow,"16.95 cm (6.7-inch) Super Retina XDR display
Advanced camera system for better photos in any light
Cinematic mode now in 4K Dolby Vision up to 30 fps
Action mode for smooth, steady, handheld videos
Vital safety technology — Crash Detection calls for help when you can’t
All-day battery life and up to 20 hours of video playback
Industry-leading durability features with Ceramic Shield and water resistance
"
218,B0C8D2Y58Q,"IKALL S1 Smartphone (6GB Ram + 6GB Virtual Ram, 128GB Internal Storage, Triple Camera) (Purple)","13MP+5MP+2MP Rear Camera | 8MP Front Camera | Made in India
17.27 cm (6.8 inch) HD+ Display | Multi-Touch Capacitive Touch Screen With 720*1640 Pixel Resolution
6GB RAM Plus 6BG Virtual RAM, 128GB storage | Expandable Memory 512GB | Dual Sim (4G+4G)
Android 13.0 with 1.6 Ghz Octa Core, Type-C Interface for Fast Charging
Headphone Jack : Type-C Interface | Face Unlock and fingerprint To Unlock | OTG Support
1 Year manufacturing warranty for mobile and 6 months for accessories
"
219,B07WDKDF1M,"Vivo Y02t (Cosmic Grey, 4GB RAM, 64GB Storage) with No Cost EMI/Additional Exchange Offers","Front 5 MP / Rear 8 MP
16.53 cm (6.51"" inch) HD+ Eye Protection Screen
Memory & SIM: 4GB RAM | 64GB internal memory
10W fast charging with 5000mAh battery
"
220,B0BQJMRXQV,"OnePlus 11 5G (Titan Black, 8GB RAM, 128GB Storage)","Camera: 50MP Main Camera with Sony IMX890 (OIS supported), 48MP Ultrawide Camera with Sony IMX581 (FOV: 115 degree) and 32MP Telephoto lens with Sony IMX709 (2X Optical Zoom); 16MP Front (Selfie) Camera with EIS support
Camera Modes: Photo, Video, Night, PRO, PANO, Portrait, TIME-LAPSE, SLO-MO, Text scanner, Movie, Long Exposure, Dual-view video, TILT-SHIFT, XPAN, Scan, STICKER, and AI ID photo
Display: 6.7 Inches; 120 Hz AMOLED QHD Display with Corning Gorilla Glass Victus; Resolution: 3216 X 1440 pixels; HDR 10+, sRGB, 10-bit Color Depth, PWM + DC dimming
Operating System: OxygenOS based on Android 13
Processor: Snapdragon 8 Gen 2 Mobile Platform
8GB LPDDR5X RAM, 128GB UFS3.1 Storage
Battery & Charging: 5000 mAh with 100W SUPERVOOC
In-Display Fingerprint Sensor
"
221,B0BT9F4DVQ,"Samsung Galaxy S23 5G (Cream, 8GB, 256GB Storage)","More light for your night - Get ready for a Gallery full of epic night shots everyone will want. Nightography's enhanced AI keeps details clear, so low light photos and videos will be bright and colorful from dusk to dawn and back again.
Designed with the planet in mind - Unbox the change you want to see in the world. Crafted with recycled glass and PET film and colored with natural dyes, each phone is tucked into a box made of recycled paper and paper-based protective film.
Power for those who don't pause - Your quest for epic mobile gaming is over. Snapdragon 8 Gen 2 Mobile Platform for Galaxy optimizes and streamlines your device for silky smooth games —without draining the battery.
"
222,B0BTYVV6TD,"SAMSUNG Galaxy S23 Ultra 5G (Cream, 12GB RAM, 512GB Storage)","Galaxy S23 Ultra 5G12GB RAM 512GB Storage Indian Variants Brand Warranty
Note's signature tool comes built in - The built-in S Pen keeps the legacy of Note alive. Plus, it helps you ditch the dependency on notebooks, making sketches and jotting notes effortless and eco-friendly.
Low light. Camera. Action - A Pro-grade Camera grabs brighter photos and video, dusk to dawn. The intelligent pixel sensor adapts to low light with Nightography and the camera lens tones down flare for clearer captures
200MP. Wow-worthy resolution - Resolution on the Wide-angle Camera has nearly doubled, delivering strikingly clear photos. Zoom and crop your shots for a whole new view —or leave it intact for brilliant detail, corner to corner.
Power for those who don't pause - Your quest for epic mobile gaming is over. Snapdragon 8 Gen 2 Mobile Platform for Galaxy optimizes and streamlines your device for silky smooth games —without draining the battery
More innovation, less footprint – Galaxy S23 Ultra's striking symmetrical design returns with one major difference: recycled and eco-conscious materials. From the metal frame to the glass finish, it's polished with fresh new colors inspired by nature.
"
223,B0CJSRBBTH,"OPPO A18 (Glowing Blue, 4GB RAM, 64GB Storage) | 6.56"" HD 90Hz Waterdrop Display | 5000 mAh Battery with No Cost EMI/Additional Exchange Offers","Large 5000 mAh Battery
8MP + 2MP Bokeh Rear AI Camera | 5MP Front Camera
6.56"" HD 90Hz Waterdrop Display with 1612x720 pixels & Side Fingerprint Sensor
Memory, Storage & SIM: 4GB RAM (+ RAM expansion up to 4GB) | 64 GB ROM | Expandable Upto 1TB | Dual SIM Slot
"
224,B0CH8LVVXM,"Vivo V29e 5G (Artistic Blue,128) (8 GB RAM)","Snapdragon 695 Processor
17.22 cm (6.78 inch) Full HD+ Display
64MP + 8MP | 50MP Front Camera
5000 mAh Battery
120 Hz 3D Curved Screen
Light, Sleek and Slim
"
225,B07WDKLDCN,"iQOO Neo 7 5G (Interstellar Black, 12GB RAM, 256GB Storage) | Dimensity 8200, only 4nm Processor in The Segment| 50% Charge in 10 mins| Motion Control & 90 FPS Gaming","MediaTek Dimensity 8200 5G Mobile platform adopts TSMC 4nm process and has excellent Power Efficiency Performance. Also, Equipped with the LPDDR5 RAM & UFS 3.1 Storage.
The 120W FlashCharge charges from 1% to 50% in just 10 minutes (25 minutes for a full charge)
Motion Control powered by Gyroscope & Acceleration Sensors to give 6 additional Phone movement-based control options while Gaming
6.78” 120Hz AMOLED Display with HDR 10+ Certification, Netflix HDR Support & 1300 Nits Peak Brightness
64MP OIS Camera, Dual Stereo Speakers, X-Axis Linear Motor and Extended RAM 3.0 (12GB+8GB)
"
226,B09SH9D5PT,"Samsung Galaxy S22 Ultra 5G (Burgundy, 12GB, 512GB Storage) with No Cost EMI/Additional Exchange Offers","The first Galaxy S with embedded S Pen. Write comfortably like pen on paper, turn quick notes into legible text and use Air Actions to control your phone remotely. Improved latency in Samsung Notes makes every pen stroke feel as natural as ink on paper — and you can convert those hastily written ideas into legible text.
5G Ready powered by Galaxy’s first 4nm processor. Our fastest, most powerful chip ever. That means, a faster CPU and GPU compared to Galaxy S21 Ultra. It’s an epic leap for smartphone technology.
The Dynamic AMOLED 2x display improves outdoor visibility with up to 1750 nits in peak brightness.* And the 120Hz adaptive refresh rate keeps the scroll smooth, adjusting to what's on screen for an optimized view.
Our most advanced Pro-grade Camera yet, packing the power of a professional's kit in one handheld device. Also lets you make your nights epic with Nightography: The sensor pulls in more light, the Super Clear Lens tones down lens flare, and fast-acting AI delivers near-instant intelligent processing.
Connector type: usb type c
"
227,B0948NV5PH,"Redmi Note 10S (Frost White, 6GB RAM, 64GB Storage) - Super Amoled Display | 64 MP Quad Camera |33W Charger Included","Display: FHD+ 1080x2400 AMOLED Dot display; 16.33 centimeters 6.43 inch; 20:9 aspect ratio
Camera: 64 MP Quad Rear camera with 8MP Ultra-wide, 2MP Macro and Portrait lens 13 MP Front camera
Processor: MediaTek Helio G95 Octa-core; 12nm process; Up to 2.05GHz clock speed
Battery: 5000 mAh large battery with 33W fast charger in-box and Type-C connectivity
Memory, Storage & SIM: 6GB RAM 64GB UFS 2.2 storage expandable up to 512GB with dedicated SD card slot Dual SIM nano+nano dual standby 4G+4G
Memory slots available: 1
"
228,B0B8S82751,"Samsung Galaxy Z Fold4 5G (Graygreen, 12GB RAM, 256GB Storage) with No Cost EMI/Additional Exchange Offers","Stands out. Stands up. Unfolds. The Galaxy Z Fold4 does a lot in one hand with its 15.73 cm(6.2-inch) Cover Screen. Unfolded, the 19.21 cm(7.6-inch) Main Screen lets you really get into the zone. Pushed-back bezels and the Under Display Camera means there's more screen and no black dot getting between you and the breathtaking Infinity Flex Display.
Do more than more with Multi View. Whether toggling between texts or catching up on emails, take full advantage of the expansive Main Screen with Multi View. PC-like power in your pocket transforms apps optimized with One UI to give you menus and more in a glance
New Taskbar for PC-like multitasking. Wipe out tasks in fewer taps. Add apps to the Taskbar for quick navigation and bouncing between windows when you're in the groove.4 And with App Pair, one tap launches up to three apps, all sharing one super-productive screen
Our toughest Samsung Galaxy foldables ever. From the inside out, Galaxy Z Fold4 is made with materials that are not only stunning, but stand up to life's bumps and fumbles. The front and rear panels, made with exclusive Corning Gorilla Glass Victus+, are ready to resist sneaky scrapes and scratches. With our toughest aluminum frame made with Armor Aluminum, this is one durable smartphone.
World’s first water resistant foldable smartphones. Be adventurous, rain or shine. You don't have to sweat the forecast when you've got one of the world's first water-resistant foldable smartphones.
"
229,B0C3XLRRGS,"IKALL Z19 Pro Ultra Smartphone (6.5 Inch, 6GB, 128GB) (Blue)","13MP+2MP Dual Rear Camera | 8MP Front Camera | Made in India
16.5 cm (6.5 inch) HD+ Display | multi-touch capacitive touch screen with 720*1600 pixel resolution
6GB ram, 128GB storage | Expandable Memory 512GB | Dual Sim (4G+4G)
Android 13.0 with 1.6 Ghz Octa Core, Type-C Interface for fast charging
Headphone Jack : Type-c Interface | Face Unlock and fingerprint To Unlock | OTG Support
"
230,B0CL53S126,"Oppo A79 5G (Mystery Black, 8GB RAM, 128GB Storage) | 5000 mAh Battery with 33W SUPERVOOC Charger | 50MP AI Rear Camera | 6.72"" FHD+ 90Hz Display | with No Cost EMI/Additional Exchange Offers","Big 5000 mAh Battery with All-Day AI Power Saving + 33W SUPERVOOC Charging with 5-layer charging protection to make charging safer
Make high-resolution, high-definition films with ease with 50MP AI Rear Camera ( 50MP Main + 2MP Portrait ) | 8MP Front Camera
Memory, Storage & SIM: 8 GB RAM (+ RAM expansion up to 8GB) | 128 GB ROM | Expandable Upto 1TB | Dual 5G Sim Slot
6.72"" FHD+ 90Hz Waterdrop Display with 1080x2040 pixels. Large Screen to Body ratio of 91.4%
"
231,B0CMLJY5Q2,"(Refurbished) OnePlus 7 (Mirror Grey, 6GB RAM 128GB Memory)","This Renewed product is tested to work and look like new with minimal to no signs of wear & tear; the product comes with relevant accessories and is backed by a minimum six month seller warranty; box may be generic
"
232,B0BZ48H8JX,"realme narzo N55 (Prime Black, 6GB+128GB) 33W Segment Fastest Charging | Super High-res 64MP Primary AI Camera","* With fast 33W SUPERVOOC charging, the realme narzo N55 charges up the massive 5000mAh battery from 0-50% in just 29 minutes, making your life super convenient and stress free.
* Super High-res 64MP primary AI camera allows you to shoot crisp and clear shots in any scenario with incredible detail. The flagship grade ProLight Imaging technology brings segment leading low light performance to the N55.
* Enjoy up to 12GB of Dynamic RAM made up from up to 6GB of onboard RAM and up to an additional 6GB of Dynamic RAM for next level multi tasking.
* Large 6.72” Full screen display on the narzo N55 provides a segment leading display with a centre punch hole display, 90Hz ultra smooth refresh rate, 680nits of peak brightness, and 91.4% screen-to-Body ratio.
* Flagship grade premium two tone design makes the N55 stand out from the crowd. The 7.89mm thin beauty feels easy to hold and light weight to carry around easily.
"
233,B07WGP3P6C,"iQOO 11 5G (Legend, 16GB RAM, 256 GB Storage) | Snapdragon ® 8 Gen 2 Mobile Platform| 2K E6 AMOLED Display | V2 Intelligent Display Chip","Snapdragon 8 Gen 2 Mobile Platform adopts TSMC 4NM process which has 10% higher CPU peak performance and 20% higher GPU peak performance than Snapdragon 8+ Gen 1. Also, equipped with LPDDR5X RAM & UFS 4.0 storage.
The 2K AMOLED display has 77.8% more pixels than the 1080P display. E6 Performs much better than E4 in terms of power consumption and brightness. 25% less in Power Consumption and 1800 nits Local Peak Brightness
iQOO 11's 120W FlashCharge charges 50% battery in just 8 mins and 100% battery in just 25 mins
V2 Chip provides better gaming and photography experience. It can increase the frame rate from 45fps/ 60fps to 90fps & 120fps respectively. It also facilitates users to shoot better night videos/ photos.
GN5 sensor's dual pixel pro technology improves the autofocus function of the phone. The sensor is 50 MP in resolution.
"
234,B094W56F6B,"(Refurbished) Samsung Galaxy S20 FE (Cloud Navy, 8GB RAM, 128GB Storage)","This Renewed product is tested to work and look like new with minimal to no signs of wear & tear; the product comes with relevant accessories and is backed by a minimum six month seller warranty; box may be generic.
5G Ready powered by Qualcomm Snapdragon 865 Octa-Core processor, 8GB RAM, 128GB internal memory expandable up to 1TB, Android 11.0 operating system and dual SIM
Triple Rear Camera Setup - 12MP (Dual Pixel) OIS F1.8 Wide Rear Camera + 8MP OIS Tele Camera + 12MP Ultra Wide | 30X Space Zoom, Single Take & Night Mode | 32MP F2.2 Front Punch Hole Camera
6.5-inch(16.40 centimeters) Infinity-O Super AMOLED Display with 120Hz Refresh rate, 1080 x 2400 (FHD+) Resolution
4500 mAh battery (Non -removable) with Super Fast Charging, FAst Wireless Charging & Finger Print sensor
IP68 Rated, MicroSD Card Slot (Expandable upto 1 TB), Dual Nano Sim, Hybrid Sim Slot, 5G+5G Dual stand by
"
235,B0CKDXB734,Nokia C32 with 50MP Dual Rear AI Camera | 3-Day Battery Life | Toughened Glass Back | 12GB RAM with Memory Extension (6GB RAM + 6GB Virtual RAM) | Android 13 | Charcoal,"Take great low-light images with the 50 MP dual rear sensor that captures more light or the 8MP selfie camera, plus Night-mode for both front and back cameras.
3-day battery life with the big 5000 mAh battery and the latest AI-powered battery saving features
Toughened glass back and a metallic-finish frame that elevates the luxurious design and protects against dust and spills with an IP52 protection rating.
Android 13 out of the box with memory extension that turns 6 GB of storage space into device memory, you’ll be able to open and switch between more applications.
With a fingerprint sensor conveniently built into the power button, and face unlock.
"
236,B0C4PSWT6X,Nokia C22 | 3-Day Battery Life | 4GB RAM (2GB RAM + 2GB Virtual RAM) | 13 MP Dual Rear AI Camera with Night & Portrait Mode | IP52 | Charcoal,"Rigorously tested for durability with its unibody design, toughened display glass and IP52 protection¹ rating, it’s better protected against drops, dust, and spills.
The huge 5000 mAh battery³ goes further thanks to the latest battery-saving features.
Take perfect shots day or night thanks to bespoke imaging algorithms that bring powerful Night and Portrait modes to both the dual 13 MP rear camera and the 8 MP selfie camera.
Stunning 6.5” HD+ display with brightness boost.
Octa-core chipset with 2GB of additional virtual RAM for smooth user experience.
"
237,B0CDWN2YBP,"TECNO Spark 10C (Magic Skin Orange, 8GB RAM,128GB Storage)|16GB Expandable RAM | 90Hz Refresh Rate 6.6"" HD+Dot Display | 16MP AI Dual Rear Camera","8GB LPDDR4x Physical RAM with 8GB Customizable memory fusion RAM for absolute fast response | 128GB UFS2.2 internal storage, which provides ample space for storing your photos, videos, music, and other files
16MP F1.8 larger Aperture and PDAF Primary Camera | SuperNight, AI Portrait, Pro mode, Smile Shot, Slow Motion, Time Lapse and many modes for mesmerizing shots
6.6HD+ dot display, 90Hz refresh rate for overall improved visual fluency | 180Hz touch Sampling Rate for grater gaming experience
Octa core efficient Processor | Ultra fast side Fingerprint Sensor
5000mAh battery with 26 days standby time | 10W in-box Type C Charger, faster charging
"
238,B09CV13RWF,Redmi 10 Prime (Phantom Black 6GB RAM 128GB ROM |Helio G88 with extendable RAM Upto 2GB |FHD+ 90Hz Adaptive Sync Display),"Processor: MediaTek Helio G88 Octa-core processor with HyperEngine 2.0 ; Up to 2.0GHz clock speed;
Battery: 6000mAh battery with 18W fast charging support. Upto 9W reverse charging. In box - 22.5W wired charger
Display: 6.5 inch FHD+ (2400x1080) Dot display with 90Hz high refresh rate and adaptive refresh rate technology; ; 180Hz touch sampling
Memory, Storage : 6GB LPDDR4X RAM | 128GB Internal storage
Display type:FHD+,Form factor:Bar,Operating system:MIUI 12.5;Android MIUI 12.5
"
239,B0CDYFC5G7,"TECNO Pova 5 (Hurricane Blue, 8GB RAM,128GB Storage) | Segment 1st 45W Ultra Fast Charging | 6000mAh Big Battery | 50MP AI Dual Camera | 3D Textured Design | 6.78”FHD+ Display","Segement 1st 45W Ultra-Fast Charging - 50% in just 23 minutes | 6000mAH Big Battery | 10W Reverse Charging
Upto 16GB Expandable RAM with memory fusion | 128GB UFS2.2 internal storage | Dedicated SD Card slot
6.78""FHD+dot-in display| Buttery smooth with 120Hz refresh rate | 240Hz touch Sampling rate
50MP high-res dual Rear Camera | F1.6 large aperture with PDAF | Excellent Image Processing | Video Stabilization | SuperNight Shots | Dual Video | 8MP Selfie Camera
6nm Helio G99 Processor | 6nm 2.2GHz powerful octa-core Processor with 380K antutu score | Intense Gaming with HyperEngine 2.0 Lite Game Engine and Panther Game Engine 2.0 | NFC for quick contactless operations
2nd Largest Service Network in India | 1200+ Service Centre
"
240,B0BZDSGDC1,"realme C55 (Sunshower 6GB RAM, 64GB Storage)","☆【RAM, ROM And Expandable】:- 6 GB RAM | 64 GB ROM | Expandable Upto 1 TB.
☆【Display】:- Dazzling FHD+ Display Get a superior visual experience with the 17.07 cm (6.72) 90 Hz FHD+ display that can keep you fascinated and delighted. Because of the 90 Hz refresh rate, navigating across web pages, social media, and other apps is exceptionally fluid and lag-free.
☆【Camera】:- 64MP + 2MP | 8MP Front Camera, 64 MP AI Camera, You can snap beautiful, high-quality pictures that catch every detail with astounding clarity thanks to the 64 MP AI camera in the C55. In addition, regardless of whether you’re an expert, you can effortlessly capture pictures that are of a professional calibre
☆【Processor】:- Mediatek Helio G88 Chipset, With the Mediatek Helio G88 processor, enjoy processing power that is blazingly quick and flawless in multitasking. This potent technology offers effective performance, fluid gameplay, and quicker app loading times, making your day smooth and productive.
☆【Battery】:- 5000 mAh Battery, Powerful SUPERVOOC Charge, With a 33 W SUPEVOOC charge, enjoy blazing-fast charging that instantly charges up your smartphone. Also, a large 5000 mAh battery allows you to use the device for hours at a time without interruption when streaming music, streaming movies, or playing games, all without ever being concerned about the battery running out.
☆【Dynamic RAM】:- Witness stupendous speed and flawless multitasking with up to 16 GB of dynamic RAM. 16 GB of dynamic RAM provides a fluid and reactive user experience, free of latency or glitches, whether you're watching high-definition video, playing graphics-intensive video games, or running numerous programmes simultaneously. Every day, at your fingertips, reap the benefits of a quick, effective, and pleasurable smartphone experience.
☆【Sleek Design】:- This phone’s sleek and sophisticated design, which measures just 7.89 mm thick, enhances your sense of style. A magnificent impact is also produced by the Sunshower Design when it Is exposed to sunshine, illuminating every moment.
"
241,B0C591VB5D,"Nokia C32 with 50MP Dual Rear AI Camera | Toughened Glass Back | 4GB RAM, 128GB Storage | Upto 7GB RAM with RAM Extension | 5000 mAh Battery | 1 Year Replacement Warranty | Android 13 | Beach Pink","Take great low-light images with the 50 MP dual rear sensor that captures more light or the 8MP selfie camera, plus Night-mode for both front and back cameras.
3-day battery life with the big 5000 mAh battery and the latest AI-powered battery saving features
Toughened glass back and a metallic-finish frame that elevates the luxurious design and protects against dust and spills with an IP52 protection rating.
Android 13 out of the box with memory extension that turns 3 GB of storage space into device memory, you’ll be able to open and switch between more applications.
With a fingerprint sensor conveniently built into the power button, and face unlock.
"
242,B0CS6PS639,"Oppo Reno 11 Pro 5G (Rock Grey, 256 GB) (12 GB RAM)","12 GB RAM | 256 GB ROM
17.02 cm (6.7 inch) Full HD+ Display
50MP + 8MP + 32MP | 32MP Front Camera
4600 mAh Battery
Mediatek Dimensity 8200 Processor
"
243,B0C8WGJHKT,"itel P40+ (4GB RAM+128GB ROM),8GB* RAM with Memory Fusion | 13MP AI Rear Camera | 7000mAh Battery with 18W Fast Charging | 6.8"" HD+ IPS Punch Hole 90Hz Display | Faceunlock & Fingerprint -Force Black","4GB RAM + 128GB ROM | Up to 8GB RAM with Memory Fusion
13MP AI Rear Camera | 8MP Front Camera
6.8inch HD+ IPS Display with 90Hz Refresh Rate | Side Mounted Fingerprint Sensor | 7000 mAh Massive Battery
7000mAh Battery
One Time Screen Replacement Within 100 Days
"
244,B0CKYCDTTX,"Lava Blaze 2 5G (Glass Lavender, 4GB RAM, 64GB Storage)| Stunning Ring Light| 50 MP AI Camera |5000 mAh Battery| Upto 8 GB Expandable RAM","(4 GB RAM,64 GB ROM); Upto 8GB Expandable RAM
18W Fast Charging
90 Hz Refresh rate
Solid Performance with 2.2 Ghz Octa Core MediaTek Dimensity 6020 Processor
Camera - 50 MP AI Camera with LED Flash and 8 MP Selfie Camera. Also supports 2K Video Recording
"
245,B0C6B25FQ3,"itel S23 (8GB RAM + 128GB ROM, Up to 16GB RAM with Memory Fusion | 50MP AI Dual Rear Camera | 5000mAh Battery with Type-C Charging | 90 Hz Display) - Mystery White","50MP AI Dual Rear Camera | 8MP Front Camera with Flash
6.6inch HD+ IPS Display with 90Hz Refresh Rate | Side Mounted Fingerprint Sensor | Stylish Design with Colour Changing Back Panel
5000mAh Battery with Type C Charging | UFS 2.2 Storage
One Time Screen Replacement Within 100 Days
"
246,B07WDKLDCN,"iQOO Neo 7 5G (Interstellar Black, 12GB RAM, 256GB Storage) | Dimensity 8200, only 4nm Processor in The Segment| 50% Charge in 10 mins| Motion Control & 90 FPS Gaming","MediaTek Dimensity 8200 5G Mobile platform adopts TSMC 4nm process and has excellent Power Efficiency Performance. Also, Equipped with the LPDDR5 RAM & UFS 3.1 Storage.
The 120W FlashCharge charges from 1% to 50% in just 10 minutes (25 minutes for a full charge)
Motion Control powered by Gyroscope & Acceleration Sensors to give 6 additional Phone movement-based control options while Gaming
6.78” 120Hz AMOLED Display with HDR 10+ Certification, Netflix HDR Support & 1300 Nits Peak Brightness
64MP OIS Camera, Dual Stereo Speakers, X-Axis Linear Motor and Extended RAM 3.0 (12GB+8GB)
"
247,B0BXD5BGB5,"Samsung Galaxy A34 5G (Awesome Violet, 8GB, 128GB Storage) | 48 MP No Shake Cam (OIS) | IP67 | Gorilla Glass 5 | Voice Focus | Without Charger","48MP(OIS)+8MP+5MP Triple camera setup - 48MP (F1.8) Main Camera with OIS + 8MP (F2.2) Ultra wide camera + 5MP (F2.4) depth camera | 13MP (F2.2) front camera
16.65 centimeters (6.6-inch) FHD+ Super AMOLED display, FHD+ resolution with 1080 x 2340 pixels , 393 PPI with 16M colours
Android 13, v13.0 operating system with MediaTek | MTK D1080 2.6GHz,2GHz Octa-Core processor
A34 5G has an IP67 certification and Gorilla Glass 5 (front screen) for carefree usage
Premium design experience with a metal camera deco
5000 mAh battery (Non-removable) with Super Fast Charging
Flagship inspired camera features like Nightography, AI Remaster, Object Eraser etc.
Enhanced 1000 nits(HBM) screen with Vision Booster
"
248,B0CDHD67KS,"Redmi 12(Pastel Blue, 6GB RAM, 128GB Storage)","Display: Large 17.24cm FHD+ 90Hz AdaptiveSync display with Corning Gorilla Glass 3 Protection
Processor:Mediatek Helio G88 Octa-core processor for high performance ; Up to 2.0GHz; Upto 16GB RAM including 8GB Virtual RAM
Camera: 50MP f/1.8 AI Triple camera(8MP Ultrawide and 2MP Macro) with classic film filters, Film Frame, Portrait, Night Mode, 50MP mode, Time-lapse, Google lens | 8MP Selfie camera
Battery: 5000 mAh large battery with 22.5W fast charger in-box and Type-C connectivity
Memory, Storage & SIM: 6GB RAM | 128GB Storage | Dual SIM (nano+nano)
"
249,B07WGP3P6C,"iQOO 11 5G (Legend, 16GB RAM, 256 GB Storage) | Snapdragon ® 8 Gen 2 Mobile Platform| 2K E6 AMOLED Display | V2 Intelligent Display Chip","Snapdragon 8 Gen 2 Mobile Platform adopts TSMC 4NM process which has 10% higher CPU peak performance and 20% higher GPU peak performance than Snapdragon 8+ Gen 1. Also, equipped with LPDDR5X RAM & UFS 4.0 storage.
The 2K AMOLED display has 77.8% more pixels than the 1080P display. E6 Performs much better than E4 in terms of power consumption and brightness. 25% less in Power Consumption and 1800 nits Local Peak Brightness
iQOO 11's 120W FlashCharge charges 50% battery in just 8 mins and 100% battery in just 25 mins
V2 Chip provides better gaming and photography experience. It can increase the frame rate from 45fps/ 60fps to 90fps & 120fps respectively. It also facilitates users to shoot better night videos/ photos.
GN5 sensor's dual pixel pro technology improves the autofocus function of the phone. The sensor is 50 MP in resolution.
"
250,B07WHPL866,"vivo Y200 5G (Desert Gold, 8GB RAM, 256GB Storage) with No Cost EMI/Additional Exchange Offers","Camera: Dual 64MP+2MP Rear Camera | 16MP Selfie Camera Rear flash, Rear Aura Light with dual color temperature
Display: 16.94 cm (6.67"" inch) FHD+ AMOLED Capacitive multi-touch display 120Hz refresh rate, 394 ppi
Memory & SIM: 8GB RAM | 256GB internal memory; LPDDR4X | UFS 2.2
Battery & charging: 4800 mAh with 44W fast charging
In-display optical fingerprint sensor
Processor: SD 4 Gen 1 (based on 6nm architecture)
Camera features: Video, photo, portrait, pano, live photo, slo-mo, time-lapse, supermoon, pro, double exposure, dual view, styles, filters, light effect
"
251,B0CJ4S724M,"Samsung Galaxy S23 FE 5G (Mint, 8GB, 128GB Storage)","Premium Design & Display: Experience the iconic design heritage of Galaxy S23, specially crafted for all passionate Galaxy fans. It hosts a floating camera design, premium metal finishing & a smaller camera hole.
Camera: Experience Galaxy S23 FE’s cutting edge camera. All of your photos and videos can be epic when you use the various pro-grade features. You’ll see the difference for yourself with its epic nightography (night photos & videos), incredible details & pro-grade features.
Performance: S23 FE offers a better & smoother gaming experience with powerful performance, intelligent display & long-lasting battery.
"
